stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00096,1000000096,N,ADD,20260129,A,Gary's Wine & Marketplace,1096,9079 1st Ave,Memphis,TN,38101,Memphis,TN,USA,United States,OFF,Sp,96,C,FILLER,34.7436,-87.9282,Y,BLK00096,FILLER,TN,218-555-6926,FILLER,L,5571,29450,56,9,FILLER,OWN00096,FAM096,Gary's Wine & Marketplace Inc,Memphis,TN,TN,USA,FILLER,PROV00096,SUP001,Southern Glazer's,Miami,CA,CA,USA,FILLER,GRP096,Gary's Wine & Marketplace Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00096,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00096,GARY'S WINE & MARKET MEMPHIS,1000000096,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00097,1000000097,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1097,9756 Oak Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Su,97,C,FILLER,31.201,-114.3408,Y,BLK00097,FILLER,CA,364-555-2300,FILLER,M,3371,8156,45,4,FILLER,OWN00097,FAM097,Spec's Wine Spirit & Finer Foods Inc,Los Angeles,CA,CA,USA,FILLER,PROV00097,SUP001,Southern Glazer's,Miami,NY,FL,USA,FILLER,GRP097,Spec's Wine Spirit & Finer Foods Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00097,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00097,SPEC'S WINE SPIRIT & LOS ANGELE,1000000097,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00098,1000000098,N,ADD,20260129,A,Wine World,1098,6338 Elm St,Seattle,WA,98101,Seattle,WA,USA,United States,OFF,Co,98,I,FILLER,46.5758,-102.8183,Y,BLK00098,FILLER,WA,215-555-7960,FILLER,L,4802,16983,72,6,FILLER,OWN00098,FAM098,Wine World Inc,Seattle,WA,WA,USA,FILLER,PROV00098,SUP001,Southern Glazer's,New York,FL,TX,USA,FILLER,GRP098,Wine World Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00098,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00098,WINE WORLD SEATTLE,1000000098,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00099,1000000099,N,ADD,20260129,A,Seasons 52,1099,1541 Elm St,Portland,OR,97201,Portland,OR,USA,United States,ON,Ca,99,C,FILLER,26.1879,-96.7209,Y,BLK00099,FILLER,OR,464-555-1945,FILLER,M,8111,14777,75,3,FILLER,OWN00099,FAM099,Seasons 52 Inc,Portland,OR,OR,USA,FILLER,PROV00099,SUP001,Southern Glazer's,New York,CA,TX,USA,FILLER,GRP099,Seasons 52 Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00099,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00099,SEASONS 52 PORTLAND,1000000099,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00100,1000000100,N,ADD,20260129,A,K&L Wine Merchants,1100,9390 Pine St,New York,NY,10001,New York,NY,USA,United States,OFF,Co,00,I,FILLER,46.7844,-74.0363,Y,BLK00100,FILLER,NY,260-555-8998,FILLER,H,4620,24214,22,6,FILLER,OWN00100,FAM100,K&L Wine Merchants Inc,New York,NY,NY,USA,FILLER,PROV00100,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP100,K&L Wine Merchants Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00100,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00100,K&L WINE MERCHANTS NEW YORK,1000000100,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00101,1000000101,N,ADD,20260129,A,Bottles,1101,1884 Broadway,Columbus,OH,43201,Columbus,OH,USA,United States,OFF,Sp,01,C,FILLER,37.7792,-122.2381,Y,BLK00101,FILLER,OH,283-555-4066,FILLER,H,1362,12627,93,8,FILLER,OWN00101,FAM101,Bottles Inc,Columbus,OH,OH,USA,FILLER,PROV00101,SUP001,Southern Glazer's,New York,TX,NY,USA,FILLER,GRP101,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00101,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00101,BOTTLES COLUMBUS,1000000101,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00102,1000000102,N,ADD,20260129,A,The Cheesecake Factory,1102,8173 Market St,Miami,FL,33101,Miami,FL,USA,United States,ON,Ba,02,C,FILLER,30.9776,-122.1499,Y,BLK00102,FILLER,FL,979-555-4016,FILLER,H,3630,12227,31,9,FILLER,OWN00102,FAM102,The Cheesecake Factory Inc,Miami,FL,FL,USA,FILLER,PROV00102,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP102,The Cheesecake Factory Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00102,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00102,THE CHEESECAKE FACTO MIAMI,1000000102,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00103,1000000103,N,ADD,20260129,A,Bottles,1103,2742 1st Ave,Charlotte,NC,28201,Charlotte,NC,USA,United States,OFF,Su,03,I,FILLER,39.3172,-76.8178,Y,BLK00103,FILLER,NC,879-555-7388,FILLER,L,8413,21021,40,6,FILLER,OWN00103,FAM103,Bottles Inc,Charlotte,NC,NC,USA,FILLER,PROV00103,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP103,Bottles Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00103,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00103,BOTTLES CHARLOTTE,1000000103,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00104,1000000104,N,ADD,20260129,A,Gary's Wine & Marketplace,1104,5522 Elm St,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Su,04,I,FILLER,28.3632,-92.1432,Y,BLK00104,FILLER,CA,898-555-1754,FILLER,L,1957,12972,62,6,FILLER,OWN00104,FAM104,Gary's Wine & Marketplace Inc,San Diego,CA,CA,USA,FILLER,PROV00104,SUP001,Southern Glazer's,Los Angeles,NY,CA,USA,FILLER,GRP104,Gary's Wine & Marketplace Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00104,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00104,GARY'S WINE & MARKET SAN DIEGO,1000000104,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00105,1000000105,N,ADD,20260129,A,Ruth's Chris Steak House,1105,1192 1st Ave,Tucson,AZ,85701,Tucson,AZ,USA,United States,ON,Fi,05,C,FILLER,39.0766,-99.8814,Y,BLK00105,FILLER,AZ,423-555-1712,FILLER,M,8700,20537,29,7,FILLER,OWN00105,FAM105,Ruth's Chris Steak House Inc,Tucson,AZ,AZ,USA,FILLER,PROV00105,SUP001,Southern Glazer's,Los Angeles,NY,CA,USA,FILLER,GRP105,Ruth's Chris Steak House Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00105,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00105,RUTH'S CHRIS STEAK H TUCSON,1000000105,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00106,1000000106,N,ADD,20260129,A,The Cheesecake Factory,1106,5525 Oak Ave,Philadelphia,PA,19101,Philadelphia,PA,USA,United States,ON,Ca,06,I,FILLER,40.223,-116.9781,Y,BLK00106,FILLER,PA,607-555-9628,FILLER,M,9737,18869,69,9,FILLER,OWN00106,FAM106,The Cheesecake Factory Inc,Philadelphia,PA,PA,USA,FILLER,PROV00106,SUP001,Southern Glazer's,Los Angeles,TX,NY,USA,FILLER,GRP106,The Cheesecake Factory Group,N,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00106,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Independent,Casual Dining,Casual Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00106,THE CHEESECAKE FACTO PHILADELPH,1000000106,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00107,1000000107,N,ADD,20260129,A,Riverside Liquor,1107,233 Oak Ave,Austin,TX,78701,Austin,TX,USA,United States,OFF,Su,07,C,FILLER,41.2115,-122.7337,Y,BLK00107,FILLER,TX,912-555-5768,FILLER,L,9546,26143,80,12,FILLER,OWN00107,FAM107,Riverside Liquor Inc,Austin,TX,TX,USA,FILLER,PROV00107,SUP001,Southern Glazer's,Dallas,FL,FL,USA,FILLER,GRP107,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00107,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00107,RIVERSIDE LIQUOR AUSTIN,1000000107,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00108,1000000108,N,ADD,20260129,A,Bottles,1108,9592 Oak Ave,Albuquerque,NM,87101,Albuquerque,NM,USA,United States,OFF,Co,08,C,FILLER,25.8122,-83.0859,Y,BLK00108,FILLER,NM,573-555-9088,FILLER,M,4553,19026,52,5,FILLER,OWN00108,FAM108,Bottles Inc,Albuquerque,NM,NM,USA,FILLER,PROV00108,SUP001,Southern Glazer's,Dallas,TX,FL,USA,FILLER,GRP108,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00108,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00108,BOTTLES ALBUQUERQU,1000000108,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00109,1000000109,N,ADD,20260129,A,Total Wine & More,1109,3390 Elm St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Su,09,C,FILLER,37.1079,-76.4087,Y,BLK00109,FILLER,NV,915-555-7275,FILLER,H,2761,18552,52,9,FILLER,OWN00109,FAM109,Total Wine & More Inc,Las Vegas,NV,NV,USA,FILLER,PROV00109,SUP001,Southern Glazer's,New York,TX,NY,USA,FILLER,GRP109,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00109,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00109,TOTAL WINE & MORE LAS VEGAS,1000000109,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00110,1000000110,N,ADD,20260129,A,Wine World,1110,2603 Pine St,Houston,TX,77001,Houston,TX,USA,United States,OFF,Sp,10,C,FILLER,39.3183,-92.3039,Y,BLK00110,FILLER,TX,371-555-4898,FILLER,H,5675,14452,63,4,FILLER,OWN00110,FAM110,Wine World Inc,Houston,TX,TX,USA,FILLER,PROV00110,SUP001,Southern Glazer's,Los Angeles,FL,FL,USA,FILLER,GRP110,Wine World Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00110,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00110,WINE WORLD HOUSTON,1000000110,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00111,1000000111,N,ADD,20260129,A,Liquor Barn,1111,3369 Main St,Dallas,TX,75201,Dallas,TX,USA,United States,OFF,Sp,11,C,FILLER,30.0007,-112.024,Y,BLK00111,FILLER,TX,552-555-9843,FILLER,H,9147,11874,27,5,FILLER,OWN00111,FAM111,Liquor Barn Inc,Dallas,TX,TX,USA,FILLER,PROV00111,SUP001,Southern Glazer's,New York,CA,CA,USA,FILLER,GRP111,Liquor Barn Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00111,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00111,LIQUOR BARN DALLAS,1000000111,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00112,1000000112,N,ADD,20260129,A,Eddie V's,1112,2517 Broadway,Austin,TX,78701,Austin,TX,USA,United States,ON,Ba,12,C,FILLER,42.6341,-96.3265,Y,BLK00112,FILLER,TX,662-555-6450,FILLER,H,2963,11398,100,3,FILLER,OWN00112,FAM112,Eddie V's Inc,Austin,TX,TX,USA,FILLER,PROV00112,SUP001,Southern Glazer's,Los Angeles,FL,NY,USA,FILLER,GRP112,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00112,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00112,EDDIE V'S AUSTIN,1000000112,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00113,1000000113,N,ADD,20260129,A,Keg N Bottle,1113,1951 1st Ave,Fort Worth,TX,76101,Fort Worth,TX,USA,United States,OFF,Su,13,I,FILLER,27.5989,-83.6214,Y,BLK00113,FILLER,TX,796-555-8408,FILLER,H,3193,15160,41,4,FILLER,OWN00113,FAM113,Keg N Bottle Inc,Fort Worth,TX,TX,USA,FILLER,PROV00113,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP113,Keg N Bottle Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00113,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00113,KEG N BOTTLE FORT WORTH,1000000113,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00114,1000000114,N,ADD,20260129,A,K&L Wine Merchants,1114,5844 Elm St,Nashville,TN,37201,Nashville,TN,USA,United States,OFF,Sp,14,C,FILLER,33.291,-73.0476,Y,BLK00114,FILLER,TN,932-555-2825,FILLER,H,1813,8212,61,6,FILLER,OWN00114,FAM114,K&L Wine Merchants Inc,Nashville,TN,TN,USA,FILLER,PROV00114,SUP001,Southern Glazer's,Miami,TX,TX,USA,FILLER,GRP114,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00114,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00114,K&L WINE MERCHANTS NASHVILLE,1000000114,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00115,1000000115,N,ADD,20260129,A,Yardhouse,1115,1037 Elm St,San Diego,CA,92101,San Diego,CA,USA,United States,ON,Ca,15,C,FILLER,32.7987,-109.6726,Y,BLK00115,FILLER,CA,361-555-6033,FILLER,L,8180,24775,38,6,FILLER,OWN00115,FAM115,Yardhouse Inc,San Diego,CA,CA,USA,FILLER,PROV00115,SUP001,Southern Glazer's,Miami,NY,NY,USA,FILLER,GRP115,Yardhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00115,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00115,YARDHOUSE SAN DIEGO,1000000115,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00116,1000000116,N,ADD,20260129,A,The Cheesecake Factory,1116,9281 Broadway,Denver,CO,80201,Denver,CO,USA,United States,ON,Ba,16,I,FILLER,48.9058,-88.1773,Y,BLK00116,FILLER,CO,641-555-6745,FILLER,M,7631,10797,76,12,FILLER,OWN00116,FAM116,The Cheesecake Factory Inc,Denver,CO,CO,USA,FILLER,PROV00116,SUP001,Southern Glazer's,Los Angeles,TX,NY,USA,FILLER,GRP116,The Cheesecake Factory Group,N,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00116,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Independent,Bar & Grill,Bar & Grill,Valid Coordinates,Single Store,Active,New Account,ULOC00116,THE CHEESECAKE FACTO DENVER,1000000116,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00117,1000000117,N,ADD,20260129,A,BevMo!,1117,9608 Elm St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Su,17,I,FILLER,37.6579,-114.4519,Y,BLK00117,FILLER,NV,718-555-6753,FILLER,M,9735,16077,38,5,FILLER,OWN00117,FAM117,BevMo! Inc,Las Vegas,NV,NV,USA,FILLER,PROV00117,SUP001,Southern Glazer's,Dallas,FL,FL,USA,FILLER,GRP117,BevMo! Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00117,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00117,BEVMO! LAS VEGAS,1000000117,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00118,1000000118,N,ADD,20260129,A,Keg N Bottle,1118,4355 Elm St,Denver,CO,80201,Denver,CO,USA,United States,OFF,Sp,18,C,FILLER,41.3429,-115.9639,Y,BLK00118,FILLER,CO,481-555-6728,FILLER,M,6556,21667,53,9,FILLER,OWN00118,FAM118,Keg N Bottle Inc,Denver,CO,CO,USA,FILLER,PROV00118,SUP001,Southern Glazer's,Dallas,TX,TX,USA,FILLER,GRP118,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00118,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00118,KEG N BOTTLE DENVER,1000000118,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00119,1000000119,N,ADD,20260129,A,Bottles,1119,8941 Market St,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Su,19,I,FILLER,45.2335,-98.944,Y,BLK00119,FILLER,CA,361-555-8698,FILLER,L,2532,15407,73,5,FILLER,OWN00119,FAM119,Bottles Inc,San Francisco,CA,CA,USA,FILLER,PROV00119,SUP001,Southern Glazer's,Miami,NY,TX,USA,FILLER,GRP119,Bottles Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00119,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00119,BOTTLES SAN FRANCI,1000000119,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00120,1000000120,N,ADD,20260129,A,Bottles,1120,7140 Elm St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Co,20,I,FILLER,42.3232,-101.5985,Y,BLK00120,FILLER,NV,793-555-5526,FILLER,L,6306,25801,54,4,FILLER,OWN00120,FAM120,Bottles Inc,Las Vegas,NV,NV,USA,FILLER,PROV00120,SUP001,Southern Glazer's,Los Angeles,FL,NY,USA,FILLER,GRP120,Bottles Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00120,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00120,BOTTLES LAS VEGAS,1000000120,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00121,1000000121,N,ADD,20260129,A,Bonefish Grill,1121,2244 Elm St,Boston,MA,02101,Boston,MA,USA,United States,ON,Fi,21,I,FILLER,34.9461,-124.1618,Y,BLK00121,FILLER,MA,396-555-7450,FILLER,M,7049,28435,84,3,FILLER,OWN00121,FAM121,Bonefish Grill Inc,Boston,MA,MA,USA,FILLER,PROV00121,SUP001,Southern Glazer's,Miami,FL,CA,USA,FILLER,GRP121,Bonefish Grill Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00121,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00121,BONEFISH GRILL BOSTON,1000000121,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00122,1000000122,N,ADD,20260129,A,Keg N Bottle,1122,5987 1st Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Co,22,C,FILLER,34.4415,-88.238,Y,BLK00122,FILLER,CA,432-555-2063,FILLER,M,7482,8769,61,9,FILLER,OWN00122,FAM122,Keg N Bottle Inc,Los Angeles,CA,CA,USA,FILLER,PROV00122,SUP001,Southern Glazer's,Los Angeles,FL,CA,USA,FILLER,GRP122,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00122,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00122,KEG N BOTTLE LOS ANGELE,1000000122,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00123,1000000123,N,ADD,20260129,A,Gary's Wine & Marketplace,1123,8325 Elm St,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,OFF,Co,23,C,FILLER,29.5641,-123.0419,Y,BLK00123,FILLER,CA,373-555-4888,FILLER,H,7622,25036,43,4,FILLER,OWN00123,FAM123,Gary's Wine & Marketplace Inc,Los Angeles,CA,CA,USA,FILLER,PROV00123,SUP001,Southern Glazer's,Los Angeles,NY,FL,USA,FILLER,GRP123,Gary's Wine & Marketplace Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00123,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00123,GARY'S WINE & MARKET LOS ANGELE,1000000123,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
