plugin_id	plugin_name
9347	Windows Media Player Plug-in
9351	DCDS SaveConsentInfo Plug-in
9352	DCDS GetKeyPair Plug-in
9353	DCDS Authenticate Plug-in
9355	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.10
9356	X-Tract plugin
9365	uniVIEW LT 2.2
9367	ASAHI Electronics Co.,LTD.NPITVS32 Ver.1.20
9369	sony corp jpeg2000(vm5.2) plugin
9370	Java(TM) Plug-in 1.3.0-O
9372	Tcl Plugin 2.1
9379	IBM Corp, HotMedia
9381	Builders Exchange of Washington, Inc., FastBid Plugin v1.43
9385	InTalk CallCenter
9387	Sizzler Plug-in beta
9389	AppleScript Plug-in
9391	Hypercosm, Inc.'s Hypercosm3D Player (Version 1.3.2)
9392	LiveUpdate Crescendo version 5.0
9399	Nimble Plugin V2.0.0.6
9409	KRDL Properties Center PlugIn
9414	HearMe Voice Presence Helper 1.0
9420	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.13
9423	Zoomify Plugin
9425	Sizzler Plug-in1.0b7
9426	Speech1.0
9429	FutureSplash PM
9430	Cerberus Card Reader Plugin
9432	MapRetriever plugin
9435	Triscape Map Explorer Run Control
9438	TalkSender Wave Player v1.0
9439	Java(TM) Plug-in 1.2.2.04
9442	eLanguage SpeechRec Plugin
9444	Harddisk access for Java-applications
9445	Opal Plug-In v2.1.463
9446	MathEngine Web Plugin
9447	QuickTime Plug-in 4.1.2
9448	Shutterfly Upload Plugin 1.4
9449	LiveUpdate Crescendo Plus 2.1
9451	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.18
9458	Pangaea Cad Solutions Design File Viewer 5.3.35.38
9461	Nimble Plugin V2.0.0.8
9462	RealTimeProof
9464	Blueriver Edit Bookmarks plugin
9468	Crescendo 2.0 Plug-In
9474	Cybank Netscape Plug-in
9481	BBH  Secure File Plugin V3.0.3
9482	Intel Corporation WebCPUinfo ver 1.0.0.1
9484	WebLook Plugin
9486	Dimension 3D-Systems GmbH - Open SPX Plugin 1.4.0.8
9492	NPWebPhone plugin
9512	Novell, Inc. Web NAL Executer
9513	Bookmark Plugin 4
9514	QuickTime Plug-in 4.1.0
9520	MS Agent Plugin for Netscape
9526	Headspace Beatnik Plugin V1.1-7
9542	iSurfTV Corp. SurfLinkPlayer
9543	Ofoto Plug-in 1.0
9549	CleverContent 2.0.0.6
9551	Nimble Plugin V2.1.0.0
9553	Nimble Plugin V2.0.0.7
9555	Speed3000
9557	Clarify ActiveX wrapper
9558	AudioGraph Plugin, 1.0.2
9559	SoftSEAL(TM) Client Toolkit 1.2.1.24
9561	InterEye Player
9567	Verity Search Viewer
9568	NxView Player Plug-In 1.1
9574	Java(TM) Plug-in 1.3.H
9580	EA.com GILS Plugin
9581	ZingDownload Plug-in
9587	Nimble Plugin V2.1.0.1
9589	FreeAmp MP3 Plugin
9591	WebGlide Player 1.21.0376-beta
9603	IPIX PlugIn PPC 5.6M
9604	LiveConnect iVAC Real Time mpeg encoder
9606	EBook Redemption Wizard 0.901
9609	MediaFair Corp. Mouse Input
9610	MediaFair Corp. Keyboard Input
9611	MediaFair Corp. WinTemplate
9612	MwPlug v 1.6.3
9615	Shutterfly Upload Plugin 1.5
9616	PhoneFree Bubble Chat 6.2
9617	PhoneFree 6.2
9626	SoftSEAL(TM) Client Toolkit 1.2.1.25
9629	KazooStudio Web Plugin
9630	Net2Phone Upgrade Plugin
9631	Opal Plug-In v2.12 Build 925
9639	Multi Analytical 4.2
9643	Trial Logo32 plugin
9644	NxView Player Plug-In 4.0
9650	RealPlayer Plugin 5.0.2
9653	LiveMidi 1.5b
9654	mBED Plugin 1.0b8
9655	Dimension 3D-Systems GmbH - Open SPX Plugin 1.4.0.24
9657	PTC Echocast Plugin
9665	ActiveProject
9677	JiveAudio (audio/x-wav)
9688	IBM Micro Payments  Plug-In Version 1.3.037
9689	LiveHTML Prototype Plug-in
9693	EnvoyPM Plug-in
9694	R2 ExpressVR
9696	Xenote iTag Plugin
9697	Penta Security Systems. PacaWeb v1.0
9700	Nimble Plugin V2.1.0.3
9702	QTPlugin(frmIEinstl 3/31/00)
9704	Shutterfly Upload Plugin 1.5.1
9706	PrimeSecure Secure Plugin
9707	ASTRO plugin 3.0 Solaris
9711	XDraw Player
9714	InteractivePicturesCorp.IPIXPluginv5.6
9723	LiveAudio v.1.0.2
9724	LiveAudio v.1.0.4
9729	NCompass DocActive For InterTrust DigiBox Plug-In
9731	GraphicGems Netscape Plugin
9733	PNG Viewer Plugin
9741	HyperSend Alert plugin
9750	Language Server Plugin
9751	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.25
9752	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.27
9753	HotSauce Plug-in
9754	ListenUp Plug-in
9761	Accel ViewTIFF Plug-in
9763	Stream Video Plugin
9766	Fractal Lens
9769	ichatPPCPlugin2.1
9770	LiveMidiPPC1.5b
9772	MIDIPluginPPC1.5.1b
9773	MIDPLUGv2.00b2
9774	NPTIME Plugin V3.1
9779	Learn2.com, Inc. Agent2Flash Engine Version 1.0.0.6
9780	eCHARGE Secure Online Purchase Plugin v3.0.1
9784	OpenScheme 1.3.4
9786	Finger Print Inquiry Netscape Plug-In
9790	Cirilium TTT Plug-in
9791	Computec Media Inc.PC Gameplay CD-Rom Plugin
9792	Linkzilla Plug-in
9796	Canon JBIG Viewer Plug-in
9802	ActiveProject RxVAPI32 Plug-In
9805	Acrobat Reader 4.05
9807	RichFX Player 2.01.0410-beta
9810	e-Vue Image Viewer
9812	AT&T Media Management System
9819	Headspace Beatnik Player Stub V1.0-0.1
9821	Interactive Pictures Corp. HPIX Plugin v5.325
9825	Cult3D Plugin v5.0.1.1
9829	HearMe Download Control
9844	PKZIP Plug-In
9845	Java(TM) Plug-in 1.2.1 c
9847	Shutterfly Upload Plugin 1.4.3
9849	Nimble Plugin V1.0.2.8
9852	TiVo Database Simulator
9857	CP3D Plug-in
9860	GeodEasy Calculations
9861	GeodEasy Transformations
9865	Onflow Player 1.01
9867	RichFX Player 2.01.0411-beta
9873	eCHARGE Secure Online Purchase Plugin v3.0.2
9881	DistView NetAudio plugin
9883	ScriptEase: Web Client Edition.  jsb 32-bit plugin for web browsers
9885	Timbuktu Plugin 4.02
9889	GoRadio Player
9916	RichLink View Plug-In v2.2.3
9917	Oracle JInitiator 1.1.7.29 for Netscape Navigator
9922	HSPlugin3.1
9925	Java(TM) Plug-in 1.1.3 h
9927	Cult3D Plugin v5.0.1.3
9931	TMSSequoia Prizm Plug-in, Demonstration Version 2.3
9933	GenSound
9938	IsoMusic Authoring Plugin
9941	QuickTime Plug-in TA-4.1.1
9942	Dimension 3D-Systems GmbH - Open SPX Plugin 1.4.0.19
9944	Juniper Plug In
9945	Multitude Firetalk Web Launcher v 1,0,0,2
9947	Ofoto Uploader 1.0
9963	QuickTime Plug-in T1-4.1.1
9964	Matlab4 VCLabPlugin
9967	IPIX PlugIn PPC V5.3b5
9968	MIDI Plugin 1.0
9970	QuickTest
9977	QuickTime Plug-in S-4.1.1
9978	E-Stamp Corporation Win32 Netscape-Navigator plugin
9981	QuickTime Plug-in D1-4.1.1
9990	Inzomia plugin
9993	TMSSequoia ViewDirector Prizm Plug-in, Demonstration Version 2.1
9994	iPIX Netscape Plugin
9995	TMSSequoia Prizm Plug-in, Demonstration Version 3.0
9996	SSEYO(R) Koan(R) Music Plug-in
9997	Save.com Coupon Ticker
9998	Jane 5.6
9999	NPAVI32 Dynamic Link Library
10000	Netscape Default Plug-in
10001	Microsoft (R) DRM
10002	Mozilla Default Plug-in
10003	Default Plug-in
10004	Java Plug-in
10005	Quicktime Plug-in 5.0.2
10006	Quicktime Plug-in 6.0
10007	Adobe SVG Viewer Plugin
10008	Windows Media Plugin
10009	Opera Default Plugin
10010	AOLTW Default Plugin
10011	RealOne Player Version Plugin
10012	Quicktime Plug-in 5.0.1
10013	Default Plugin
10014	CDT Plug-in
10015	RichFX Player 2.10.0426
10016	Copas Kickstart PlugIn
10017	InterTrust Redemption Wizard
10018	QuickTime 7.0
10019	QuickTime 7.0.1
10020	Microsoft Silverlight
10021	DivX Web Player
10022	Unity Web Player
10023	Quicktime Plug-in 7.6.3
